python: can't open file 'train_ma.py': [Errno 2] No such file or directory
Generating 1 envs per character matchup:
hello
hello

Duel: ego=2timescale(Guile, head=0) vs adv=2timescale(Ryu, head=0)  matchup=GuileVsRyu  rounds=100
Recording duel video to: main/videos/duel_2timescale_Guile_vs_2timescale_Ryu.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 50/100: ego_won=True  ego_hp=152  adv_hp=146
  round 51/100: ego_won=False  ego_hp=176  adv_hp=176
  round 52/100: ego_won=False  ego_hp=152  adv_hp=176
  round 53/100: ego_won=False  ego_hp=176  adv_hp=176
  round 54/100: ego_won=False  ego_hp=176  adv_hp=176
  round 55/100: ego_won=True  ego_hp=158  adv_hp=146
  round 56/100: ego_won=True  ego_hp=158  adv_hp=146
  round 57/100: ego_won=False  ego_hp=151  adv_hp=176
  round 58/100: ego_won=False  ego_hp=176  adv_hp=176
  round 59/100: ego_won=True  ego_hp=152  adv_hp=146
  round 60/100: ego_won=True  ego_hp=151  adv_hp=146
  round 61/100: ego_won=True  ego_hp=158  adv_hp=146
  round 62/100: ego_won=True  ego_hp=152  adv_hp=146
  round 63/100: ego_won=False  ego_hp=176  adv_hp=176
  round 64/100: ego_won=True  ego_hp=151  adv_hp=146
  round 65/100: ego_won=False  ego_hp=176  adv_hp=176
  round 66/100: ego_won=False  ego_hp=176  adv_hp=176
  round 67/100: ego_won=True  ego_hp=152  adv_hp=146
  round 68/100: ego_won=False  ego_hp=158  adv_hp=176
  round 69/100: ego_won=True  ego_hp=152  adv_hp=146
  round 70/100: ego_won=False  ego_hp=176  adv_hp=176
  round 71/100: ego_won=False  ego_hp=176  adv_hp=176
  round 72/100: ego_won=True  ego_hp=158  adv_hp=146
  round 73/100: ego_won=True  ego_hp=152  adv_hp=146
  round 74/100: ego_won=False  ego_hp=176  adv_hp=176
  round 75/100: ego_won=True  ego_hp=152  adv_hp=146
  round 76/100: ego_won=True  ego_hp=158  adv_hp=146
  round 77/100: ego_won=True  ego_hp=158  adv_hp=146
  round 78/100: ego_won=True  ego_hp=152  adv_hp=146
  round 79/100: ego_won=False  ego_hp=176  adv_hp=176
  round 80/100: ego_won=False  ego_hp=176  adv_hp=176
  round 81/100: ego_won=False  ego_hp=176  adv_hp=176
  round 82/100: ego_won=False  ego_hp=176  adv_hp=176
  round 83/100: ego_won=False  ego_hp=159  adv_hp=176
  round 84/100: ego_won=True  ego_hp=152  adv_hp=146
  round 85/100: ego_won=True  ego_hp=152  adv_hp=146
  round 86/100: ego_won=True  ego_hp=114  adv_hp=-1
  round 87/100: ego_won=False  ego_hp=176  adv_hp=176
  round 88/100: ego_won=True  ego_hp=152  adv_hp=146
  round 89/100: ego_won=True  ego_hp=152  adv_hp=146
  round 90/100: ego_won=True  ego_hp=158  adv_hp=146
  round 91/100: ego_won=False  ego_hp=176  adv_hp=176
  round 92/100: ego_won=True  ego_hp=158  adv_hp=146
  round 93/100: ego_won=True  ego_hp=152  adv_hp=146
  round 94/100: ego_won=False  ego_hp=-1  adv_hp=7
  round 95/100: ego_won=False  ego_hp=158  adv_hp=176
  round 96/100: ego_won=False  ego_hp=152  adv_hp=176
  round 97/100: ego_won=False  ego_hp=116  adv_hp=153
  round 98/100: ego_won=True  ego_hp=158  adv_hp=146
  round 99/100: ego_won=False  ego_hp=176  adv_hp=176
  round 100/100: ego_won=False  ego_hp=176  adv_hp=176
final: ego_win_rate=0.5200  (52/100)  matchup=ZangiefVsMBison

Duel: ego=2timescale(EHonda, head=60) vs adv=2timescale(Ryu, head=30)  matchup=EHondaVsRyu  rounds=100
Recording duel video to: main/videos/duel_2timescale_EHonda_vs_2timescale_Ryu.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=False  ego_hp=-1  adv_hp=52
  round 2/100: ego_won=False  ego_hp=-1  adv_hp=122
  round 3/100: ego_won=False  ego_hp=-1  adv_hp=66
  round 4/100: ego_won=False  ego_hp=-1  adv_hp=12
  round 5/100: ego_won=False  ego_hp=-1  adv_hp=69
  round 6/100: ego_won=False  ego_hp=-1  adv_hp=11
  round 7/100: ego_won=False  ego_hp=-1  adv_hp=122
  round 8/100: ego_won=False  ego_hp=-1  adv_hp=57
  round 9/100: ego_won=False  ego_hp=-1  adv_hp=12
  round 10/100: ego_won=False  ego_hp=0  adv_hp=54
  round 11/100: ego_won=False  ego_hp=-1  adv_hp=90
  round 12/100: ego_won=False  ego_hp=-1  adv_hp=176
  round 13/100: ego_won=True  ego_hp=91  adv_hp=-1
  round 14/100: ego_won=False  ego_hp=-1  adv_hp=32
  round 15/100: ego_won=False  ego_hp=-1  adv_hp=52
  round 16/100: ego_won=False  ego_hp=-1  adv_hp=151
  round 17/100: ego_won=False  ego_hp=-1  adv_hp=35
  round 18/100: ego_won=False  ego_hp=-1  adv_hp=45
  round 19/100: ego_won=False  ego_hp=-1  adv_hp=97
  round 20/100: ego_won=False  ego_hp=-1  adv_hp=1
  round 21/100: ego_won=False  ego_hp=-1  adv_hp=145
  round 22/100: ego_won=False  ego_hp=-1  adv_hp=151
  round 23/100: ego_won=False  ego_hp=14  adv_hp=107
  round 24/100: ego_won=False  ego_hp=-1  adv_hp=114
  round 25/100: ego_won=False  ego_hp=-1  adv_hp=7
  round 26/100: ego_won=False  ego_hp=2  adv_hp=145
  round 27/100: ego_won=False  ego_hp=3  adv_hp=81
  round 28/100: ego_won=False  ego_hp=-1  adv_hp=91
  round 29/100: ego_won=False  ego_hp=-1  adv_hp=13
  round 30/100: ego_won=False  ego_hp=40  adv_hp=85
  round 31/100: ego_won=False  ego_hp=-1  adv_hp=-1
  round 32/100: ego_won=False  ego_hp=-1  adv_hp=145
  round 33/100: ego_won=True  ego_hp=11  adv_hp=-1
  round 34/100: ego_won=False  ego_hp=-1  adv_hp=49
  round 35/100: ego_won=True  ego_hp=13  adv_hp=-1
  round 36/100: ego_won=False  ego_hp=-1  adv_hp=7
  round 37/100: ego_won=False  ego_hp=-1  adv_hp=29
  round 38/100: ego_won=False  ego_hp=-1  adv_hp=56
  round 39/100: ego_won=False  ego_hp=-1  adv_hp=176
  round 40/100: ego_won=False  ego_hp=-1  adv_hp=61
  round 41/100: ego_won=False  ego_hp=-1  adv_hp=30
  round 42/100: ego_won=False  ego_hp=-1  adv_hp=124
  round 43/100: ego_won=False  ego_hp=38  adv_hp=128
  round 44/100: ego_won=False  ego_hp=18  adv_hp=48
  round 45/100: ego_won=False  ego_hp=-1  adv_hp=1
  round 46/100: ego_won=True  ego_hp=0  adv_hp=-1
  round 47/100: ego_won=False  ego_hp=-1  adv_hp=52
  round 48/100: ego_won=False  ego_hp=-1  adv_hp=19
  round 49/100: ego_won=False  ego_hp=-1  adv_hp=3
  round 50/100: ego_won=False  ego_hp=-1  adv_hp=81
  round 51/100: ego_won=False  ego_hp=-1  adv_hp=83
  round 52/100: ego_won=False  ego_hp=-1  adv_hp=114
  round 53/100: ego_won=False  ego_hp=-1  adv_hp=27
  round 54/100: ego_won=True  ego_hp=35  adv_hp=10
  round 55/100: ego_won=False  ego_hp=-1  adv_hp=87
  round 56/100: ego_won=False  ego_hp=-1  adv_hp=5
  round 57/100: ego_won=False  ego_hp=-1  adv_hp=91
  round 58/100: ego_won=False  ego_hp=-1  adv_hp=47
  round 59/100: ego_won=False  ego_hp=-1  adv_hp=123
  round 60/100: ego_won=False  ego_hp=-1  adv_hp=176
  round 61/100: ego_won=False  ego_hp=-1  adv_hp=122
  round 62/100: ego_won=False  ego_hp=-1  adv_hp=151
  round 63/100: ego_won=False  ego_hp=-1  adv_hp=114
  round 64/100: ego_won=False  ego_hp=4  adv_hp=109
  round 65/100: ego_won=False  ego_hp=-1  adv_hp=122
  round 66/100: ego_won=False  ego_hp=1  adv_hp=122
  round 67/100: ego_won=True  ego_hp=84  adv_hp=61
  round 68/100: ego_won=False  ego_hp=-1  adv_hp=60
  round 69/100: ego_won=False  ego_hp=-1  adv_hp=122
  round 70/100: ego_won=True  ego_hp=13  adv_hp=-1
  round 71/100: ego_won=False  ego_hp=-1  adv_hp=101
  round 72/100: ego_won=False  ego_hp=-1  adv_hp=120
  round 73/100: ego_won=False  ego_hp=-1  adv_hp=33
  round 74/100: ego_won=False  ego_hp=-1  adv_hp=28
  round 75/100: ego_won=True  ego_hp=111  adv_hp=-1
  round 76/100: ego_won=True  ego_hp=22  adv_hp=-1
  round 77/100: ego_won=False  ego_hp=-1  adv_hp=33
  round 78/100: ego_won=False  ego_hp=-1  adv_hp=22
  round 79/100: ego_won=True  ego_hp=23  adv_hp=-1
  round 80/100: ego_won=True  ego_hp=72  adv_hp=-1
  round 81/100: ego_won=False  ego_hp=-1  adv_hp=97
  round 82/100: ego_won=False  ego_hp=-1  adv_hp=110
  round 83/100: ego_won=False  ego_hp=-1  adv_hp=63
  round 84/100: ego_won=False  ego_hp=-1  adv_hp=68
  round 85/100: ego_won=False  ego_hp=-1  adv_hp=14
  round 86/100: ego_won=True  ego_hp=40  adv_hp=-1
  round 87/100: ego_won=False  ego_hp=-1  adv_hp=147
  round 88/100: ego_won=False  ego_hp=-1  adv_hp=0
  round 89/100: ego_won=False  ego_hp=-1  adv_hp=116
  round 90/100: ego_won=True  ego_hp=65  adv_hp=-1
  round 91/100: ego_won=False  ego_hp=9  adv_hp=97
  round 92/100: ego_won=False  ego_hp=-1  adv_hp=31
  round 93/100: ego_won=False  ego_hp=0  adv_hp=83
  round 94/100: ego_won=False  ego_hp=-1  adv_hp=91
  round 95/100: ego_won=False  ego_hp=-1  adv_hp=58
  round 96/100: ego_won=True  ego_hp=9  adv_hp=-1
  round 97/100: ego_won=False  ego_hp=-1  adv_hp=87
  round 98/100: ego_won=False  ego_hp=-1  adv_hp=114
  round 99/100: ego_won=True  ego_hp=53  adv_hp=-1
  round 100/100: ego_won=False  ego_hp=14  adv_hp=66
final: ego_win_rate=0.1500  (15/100)  matchup=EHondaVsRyu

Duel: ego=2timescale(EHonda, head=62) vs adv=2timescale(Sagat, head=31)  matchup=EHondaVsSagat  rounds=100
Recording duel video to: main/videos/duel_2timescale_EHonda_vs_2timescale_Sagat.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 2/100: ego_won=True  ego_hp=154  adv_hp=-1
  round 3/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 4/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 5/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 6/100: ego_won=True  ego_hp=167  adv_hp=-1
  round 7/100: ego_won=True  ego_hp=109  adv_hp=-1
  round 8/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 9/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 10/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 11/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 12/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 13/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 14/100: ego_won=True  ego_hp=165  adv_hp=-1
  round 15/100: ego_won=True  ego_hp=135  adv_hp=-1
  round 16/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 17/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 18/100: ego_won=True  ego_hp=142  adv_hp=-1
  round 19/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 20/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 21/100: ego_won=True  ego_hp=86  adv_hp=1
  round 22/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 23/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 24/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 25/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 26/100: ego_won=True  ego_hp=154  adv_hp=-1
  round 27/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 28/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 29/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 30/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 31/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 32/100: ego_won=True  ego_hp=156  adv_hp=-1
  round 33/100: ego_won=True  ego_hp=104  adv_hp=13
  round 34/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 35/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 36/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 37/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 38/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 39/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 40/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 41/100: ego_won=True  ego_hp=86  adv_hp=52
  round 42/100: ego_won=True  ego_hp=168  adv_hp=-1
  round 43/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 44/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 45/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 46/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 47/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 48/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 49/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 50/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 51/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 52/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 53/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 54/100: ego_won=True  ego_hp=171  adv_hp=-1
  round 55/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 56/100: ego_won=True  ego_hp=123  adv_hp=-1
  round 57/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 58/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 59/100: ego_won=True  ego_hp=142  adv_hp=-1
  round 60/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 61/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 62/100: ego_won=True  ego_hp=141  adv_hp=-1
  round 63/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 64/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 65/100: ego_won=True  ego_hp=149  adv_hp=1
  round 66/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 67/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 68/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 69/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 70/100: ego_won=True  ego_hp=166  adv_hp=-1
  round 71/100: ego_won=True  ego_hp=119  adv_hp=-1
  round 72/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 73/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 74/100: ego_won=True  ego_hp=131  adv_hp=-1
  round 75/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 76/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 77/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 78/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 79/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 80/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 81/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 82/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 83/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 84/100: ego_won=True  ego_hp=142  adv_hp=1
  round 85/100: ego_won=True  ego_hp=131  adv_hp=-1
  round 86/100: ego_won=True  ego_hp=133  adv_hp=21
  round 87/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 88/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 89/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 90/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 91/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 92/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 93/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 94/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 95/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 96/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 97/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 98/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 99/100: ego_won=True  ego_hp=156  adv_hp=-1
  round 100/100: ego_won=True  ego_hp=176  adv_hp=-1
final: ego_win_rate=1.0000  (100/100)  matchup=EHondaVsSagat

Duel: ego=2timescale(EHonda, head=64) vs adv=2timescale(Ken, head=32)  matchup=EHondaVsKen  rounds=100
Recording duel video to: main/videos/duel_2timescale_EHonda_vs_2timescale_Ken.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=True  ego_hp=157  adv_hp=153
  round 2/100: ego_won=False  ego_hp=-1  adv_hp=114
  round 3/100: ego_won=False  ego_hp=19  adv_hp=39
  round 4/100: ego_won=True  ego_hp=146  adv_hp=122
  round 5/100: ego_won=True  ego_hp=19  adv_hp=-1
  round 6/100: ego_won=False  ego_hp=-1  adv_hp=83
  round 7/100: ego_won=False  ego_hp=152  adv_hp=176
  round 8/100: ego_won=False  ego_hp=4  adv_hp=13
  round 9/100: ego_won=True  ego_hp=11  adv_hp=-1
  round 10/100: ego_won=False  ego_hp=13  adv_hp=61
  round 11/100: ego_won=False  ego_hp=17  adv_hp=60
  round 12/100: ego_won=True  ego_hp=36  adv_hp=-1
  round 13/100: ego_won=True  ego_hp=168  adv_hp=114
  round 14/100: ego_won=False  ego_hp=0  adv_hp=52
  round 15/100: ego_won=False  ego_hp=-1  adv_hp=44
  round 16/100: ego_won=False  ego_hp=164  adv_hp=176
  round 17/100: ego_won=False  ego_hp=-1  adv_hp=106
  round 18/100: ego_won=True  ego_hp=157  adv_hp=152
  round 19/100: ego_won=False  ego_hp=3  adv_hp=21
  round 20/100: ego_won=False  ego_hp=153  adv_hp=153
  round 21/100: ego_won=False  ego_hp=1  adv_hp=75
  round 22/100: ego_won=False  ego_hp=15  adv_hp=21
  round 23/100: ego_won=False  ego_hp=-1  adv_hp=21
  round 24/100: ego_won=False  ego_hp=8  adv_hp=61
  round 25/100: ego_won=True  ego_hp=10  adv_hp=8
  round 26/100: ego_won=False  ego_hp=158  adv_hp=176
  round 27/100: ego_won=False  ego_hp=3  adv_hp=30
  round 28/100: ego_won=False  ego_hp=85  adv_hp=176
  round 29/100: ego_won=True  ego_hp=60  adv_hp=4
  round 30/100: ego_won=False  ego_hp=-1  adv_hp=52
  round 31/100: ego_won=False  ego_hp=145  adv_hp=145
  round 32/100: ego_won=True  ego_hp=165  adv_hp=145
  round 33/100: ego_won=False  ego_hp=20  adv_hp=44
  round 34/100: ego_won=False  ego_hp=75  adv_hp=114
  round 35/100: ego_won=False  ego_hp=0  adv_hp=29
  round 36/100: ego_won=False  ego_hp=90  adv_hp=145
  round 37/100: ego_won=False  ego_hp=3  adv_hp=5
  round 38/100: ego_won=False  ego_hp=0  adv_hp=44
  round 39/100: ego_won=False  ego_hp=126  adv_hp=176
  round 40/100: ego_won=True  ego_hp=34  adv_hp=-1
  round 41/100: ego_won=False  ego_hp=154  adv_hp=176
  round 42/100: ego_won=False  ego_hp=110  adv_hp=176
  round 43/100: ego_won=False  ego_hp=165  adv_hp=176
  round 44/100: ego_won=True  ego_hp=159  adv_hp=137
  round 45/100: ego_won=False  ego_hp=160  adv_hp=176
  round 46/100: ego_won=True  ego_hp=156  adv_hp=147
  round 47/100: ego_won=False  ego_hp=-1  adv_hp=114
  round 48/100: ego_won=True  ego_hp=149  adv_hp=137
  round 49/100: ego_won=False  ego_hp=-1  adv_hp=21
  round 50/100: ego_won=False  ego_hp=15  adv_hp=114
  round 51/100: ego_won=True  ego_hp=13  adv_hp=1
  round 52/100: ego_won=False  ego_hp=144  adv_hp=176
  round 53/100: ego_won=True  ego_hp=29  adv_hp=-1
  round 54/100: ego_won=False  ego_hp=164  adv_hp=176
  round 55/100: ego_won=True  ego_hp=42  adv_hp=30
  round 56/100: ego_won=False  ego_hp=7  adv_hp=65
  round 57/100: ego_won=False  ego_hp=165  adv_hp=176
  round 58/100: ego_won=True  ego_hp=17  adv_hp=7
  round 59/100: ego_won=False  ego_hp=110  adv_hp=149
  round 60/100: ego_won=False  ego_hp=86  adv_hp=114
  round 61/100: ego_won=True  ego_hp=23  adv_hp=21
  round 62/100: ego_won=True  ego_hp=11  adv_hp=-1
  round 63/100: ego_won=False  ego_hp=1  adv_hp=52
  round 64/100: ego_won=False  ego_hp=7  adv_hp=123
  round 65/100: ego_won=False  ego_hp=-1  adv_hp=96
  round 66/100: ego_won=False  ego_hp=9  adv_hp=52
  round 67/100: ego_won=False  ego_hp=95  adv_hp=118
  round 68/100: ego_won=True  ego_hp=150  adv_hp=114
  round 69/100: ego_won=False  ego_hp=152  adv_hp=176
  round 70/100: ego_won=False  ego_hp=17  adv_hp=52
  round 71/100: ego_won=True  ego_hp=157  adv_hp=152
  round 72/100: ego_won=True  ego_hp=156  adv_hp=153
  round 73/100: ego_won=False  ego_hp=15  adv_hp=21
  round 74/100: ego_won=True  ego_hp=59  adv_hp=-1
  round 75/100: ego_won=False  ego_hp=9  adv_hp=26
  round 76/100: ego_won=False  ego_hp=59  adv_hp=92
  round 77/100: ego_won=False  ego_hp=23  adv_hp=30
  round 78/100: ego_won=False  ego_hp=0  adv_hp=1
  round 79/100: ego_won=False  ego_hp=19  adv_hp=44
  round 80/100: ego_won=True  ego_hp=9  adv_hp=6
  round 81/100: ego_won=True  ego_hp=58  adv_hp=57
  round 82/100: ego_won=False  ego_hp=0  adv_hp=52
  round 83/100: ego_won=False  ego_hp=5  adv_hp=52
  round 84/100: ego_won=False  ego_hp=-1  adv_hp=39
  round 85/100: ego_won=True  ego_hp=28  adv_hp=-1
  round 86/100: ego_won=False  ego_hp=3  adv_hp=61
  round 87/100: ego_won=True  ego_hp=157  adv_hp=119
  round 88/100: ego_won=False  ego_hp=42  adv_hp=44
  round 89/100: ego_won=False  ego_hp=67  adv_hp=83
  round 90/100: ego_won=True  ego_hp=41  adv_hp=29
  round 91/100: ego_won=True  ego_hp=9  adv_hp=-1
  round 92/100: ego_won=False  ego_hp=165  adv_hp=176
  round 93/100: ego_won=False  ego_hp=-1  adv_hp=63
  round 94/100: ego_won=False  ego_hp=26  adv_hp=61
  round 95/100: ego_won=True  ego_hp=7  adv_hp=-1
  round 96/100: ego_won=True  ego_hp=18  adv_hp=14
  round 97/100: ego_won=True  ego_hp=18  adv_hp=-1
  round 98/100: ego_won=False  ego_hp=7  adv_hp=21
  round 99/100: ego_won=False  ego_hp=156  adv_hp=176
  round 100/100: ego_won=True  ego_hp=157  adv_hp=153
final: ego_win_rate=0.3400  (34/100)  matchup=EHondaVsKen

Duel: ego=2timescale(EHonda, head=66) vs adv=2timescale(Dhalsim, head=33)  matchup=EHondaVsDhalsim  rounds=100
Recording duel video to: main/videos/duel_2timescale_EHonda_vs_2timescale_Dhalsim.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=False  ego_hp=70  adv_hp=176
  round 2/100: ego_won=False  ego_hp=70  adv_hp=176
  round 3/100: ego_won=False  ego_hp=74  adv_hp=176
  round 4/100: ego_won=False  ego_hp=50  adv_hp=176
  round 5/100: ego_won=False  ego_hp=64  adv_hp=176
  round 6/100: ego_won=False  ego_hp=91  adv_hp=176
  round 7/100: ego_won=False  ego_hp=43  adv_hp=176
  round 8/100: ego_won=False  ego_hp=53  adv_hp=144
  round 9/100: ego_won=False  ego_hp=55  adv_hp=176
  round 10/100: ego_won=False  ego_hp=58  adv_hp=176
  round 11/100: ego_won=False  ego_hp=61  adv_hp=176
  round 12/100: ego_won=False  ego_hp=68  adv_hp=176
