python: can't open file 'train_ma.py': [Errno 2] No such file or directory
Generating 1 envs per character matchup:
hello
hello

Duel: ego=2timescale(Guile, head=0) vs adv=2timescale(Ryu, head=0)  matchup=GuileVsRyu  rounds=100
Recording duel video to: main/videos/duel_2timescale_Guile_vs_2timescale_Ryu.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 14/100: ego_won=False  ego_hp=164  adv_hp=176
  round 15/100: ego_won=False  ego_hp=152  adv_hp=176
  round 16/100: ego_won=True  ego_hp=168  adv_hp=-1
  round 17/100: ego_won=False  ego_hp=134  adv_hp=176
  round 18/100: ego_won=False  ego_hp=145  adv_hp=176
  round 19/100: ego_won=False  ego_hp=159  adv_hp=176
  round 20/100: ego_won=True  ego_hp=143  adv_hp=-1
  round 21/100: ego_won=True  ego_hp=159  adv_hp=144
  round 22/100: ego_won=False  ego_hp=168  adv_hp=176
  round 23/100: ego_won=False  ego_hp=156  adv_hp=176
  round 24/100: ego_won=False  ego_hp=163  adv_hp=176
  round 25/100: ego_won=False  ego_hp=160  adv_hp=176
  round 26/100: ego_won=False  ego_hp=124  adv_hp=176
  round 27/100: ego_won=False  ego_hp=152  adv_hp=176
  round 28/100: ego_won=False  ego_hp=140  adv_hp=176
  round 29/100: ego_won=False  ego_hp=125  adv_hp=176
  round 30/100: ego_won=True  ego_hp=176  adv_hp=-1
  round 31/100: ego_won=False  ego_hp=144  adv_hp=176
  round 32/100: ego_won=False  ego_hp=160  adv_hp=176
  round 33/100: ego_won=False  ego_hp=142  adv_hp=146
  round 34/100: ego_won=False  ego_hp=128  adv_hp=176
  round 35/100: ego_won=False  ego_hp=124  adv_hp=145
  round 36/100: ego_won=False  ego_hp=156  adv_hp=176
  round 37/100: ego_won=False  ego_hp=138  adv_hp=176
  round 38/100: ego_won=False  ego_hp=111  adv_hp=176
  round 39/100: ego_won=False  ego_hp=155  adv_hp=176
  round 40/100: ego_won=False  ego_hp=159  adv_hp=176
  round 41/100: ego_won=False  ego_hp=141  adv_hp=176
  round 42/100: ego_won=False  ego_hp=120  adv_hp=176
  round 43/100: ego_won=False  ego_hp=141  adv_hp=176
  round 44/100: ego_won=False  ego_hp=163  adv_hp=176
  round 45/100: ego_won=False  ego_hp=143  adv_hp=176
  round 46/100: ego_won=False  ego_hp=43  adv_hp=63
  round 47/100: ego_won=False  ego_hp=119  adv_hp=152
  round 48/100: ego_won=True  ego_hp=77  adv_hp=-1
  round 49/100: ego_won=False  ego_hp=132  adv_hp=176
  round 50/100: ego_won=False  ego_hp=156  adv_hp=176
  round 51/100: ego_won=True  ego_hp=17  adv_hp=11
  round 52/100: ego_won=False  ego_hp=132  adv_hp=176
  round 53/100: ego_won=False  ego_hp=163  adv_hp=176
  round 54/100: ego_won=False  ego_hp=144  adv_hp=176
  round 55/100: ego_won=True  ego_hp=123  adv_hp=-1
  round 56/100: ego_won=False  ego_hp=163  adv_hp=176
  round 57/100: ego_won=False  ego_hp=154  adv_hp=176
  round 58/100: ego_won=False  ego_hp=123  adv_hp=176
  round 59/100: ego_won=True  ego_hp=43  adv_hp=-1
  round 60/100: ego_won=False  ego_hp=140  adv_hp=176
  round 61/100: ego_won=False  ego_hp=122  adv_hp=146
  round 62/100: ego_won=False  ego_hp=161  adv_hp=176
  round 63/100: ego_won=False  ego_hp=136  adv_hp=176
  round 64/100: ego_won=False  ego_hp=125  adv_hp=176
  round 65/100: ego_won=True  ego_hp=159  adv_hp=146
  round 66/100: ego_won=False  ego_hp=128  adv_hp=146
  round 67/100: ego_won=True  ego_hp=54  adv_hp=13
  round 68/100: ego_won=False  ego_hp=164  adv_hp=176
  round 69/100: ego_won=False  ego_hp=143  adv_hp=176
  round 70/100: ego_won=False  ego_hp=159  adv_hp=176
  round 71/100: ego_won=True  ego_hp=156  adv_hp=145
  round 72/100: ego_won=False  ego_hp=134  adv_hp=146
  round 73/100: ego_won=False  ego_hp=149  adv_hp=176
  round 74/100: ego_won=False  ego_hp=159  adv_hp=176
  round 75/100: ego_won=False  ego_hp=132  adv_hp=176
  round 76/100: ego_won=False  ego_hp=129  adv_hp=144
  round 77/100: ego_won=False  ego_hp=120  adv_hp=176
  round 78/100: ego_won=False  ego_hp=159  adv_hp=176
  round 79/100: ego_won=False  ego_hp=131  adv_hp=176
  round 80/100: ego_won=False  ego_hp=112  adv_hp=146
  round 81/100: ego_won=False  ego_hp=160  adv_hp=176
  round 82/100: ego_won=False  ego_hp=145  adv_hp=176
  round 83/100: ego_won=False  ego_hp=113  adv_hp=176
  round 84/100: ego_won=False  ego_hp=148  adv_hp=176
  round 85/100: ego_won=False  ego_hp=158  adv_hp=176
  round 86/100: ego_won=False  ego_hp=150  adv_hp=176
  round 87/100: ego_won=False  ego_hp=150  adv_hp=176
  round 88/100: ego_won=False  ego_hp=143  adv_hp=176
  round 89/100: ego_won=False  ego_hp=68  adv_hp=176
  round 90/100: ego_won=False  ego_hp=129  adv_hp=176
  round 91/100: ego_won=False  ego_hp=150  adv_hp=176
  round 92/100: ego_won=True  ego_hp=164  adv_hp=146
  round 93/100: ego_won=False  ego_hp=38  adv_hp=86
  round 94/100: ego_won=True  ego_hp=162  adv_hp=145
  round 95/100: ego_won=False  ego_hp=158  adv_hp=176
  round 96/100: ego_won=False  ego_hp=156  adv_hp=176
  round 97/100: ego_won=False  ego_hp=144  adv_hp=176
  round 98/100: ego_won=False  ego_hp=133  adv_hp=176
  round 99/100: ego_won=True  ego_hp=125  adv_hp=123
  round 100/100: ego_won=False  ego_hp=118  adv_hp=146
final: ego_win_rate=0.1600  (16/100)  matchup=ZangiefVsSagat

Duel: ego=2timescale(Zangief, head=52) vs adv=2timescale(Ken, head=26)  matchup=ZangiefVsKen  rounds=100
Recording duel video to: main/videos/duel_2timescale_Zangief_vs_2timescale_Ken.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=False  ego_hp=140  adv_hp=146
  round 2/100: ego_won=False  ego_hp=142  adv_hp=176
  round 3/100: ego_won=True  ego_hp=134  adv_hp=116
  round 4/100: ego_won=True  ego_hp=146  adv_hp=145
  round 5/100: ego_won=False  ego_hp=120  adv_hp=176
  round 6/100: ego_won=False  ego_hp=118  adv_hp=176
  round 7/100: ego_won=False  ego_hp=130  adv_hp=176
  round 8/100: ego_won=False  ego_hp=148  adv_hp=176
  round 9/100: ego_won=False  ego_hp=144  adv_hp=176
  round 10/100: ego_won=False  ego_hp=114  adv_hp=145
  round 11/100: ego_won=False  ego_hp=148  adv_hp=176
  round 12/100: ego_won=True  ego_hp=138  adv_hp=116
  round 13/100: ego_won=False  ego_hp=44  adv_hp=144
  round 14/100: ego_won=True  ego_hp=150  adv_hp=146
  round 15/100: ego_won=False  ego_hp=123  adv_hp=176
  round 16/100: ego_won=False  ego_hp=130  adv_hp=176
  round 17/100: ego_won=False  ego_hp=144  adv_hp=146
  round 18/100: ego_won=False  ego_hp=104  adv_hp=113
  round 19/100: ego_won=False  ego_hp=146  adv_hp=176
  round 20/100: ego_won=False  ego_hp=132  adv_hp=176
  round 21/100: ego_won=True  ego_hp=117  adv_hp=115
  round 22/100: ego_won=False  ego_hp=102  adv_hp=116
  round 23/100: ego_won=False  ego_hp=134  adv_hp=176
  round 24/100: ego_won=False  ego_hp=154  adv_hp=176
  round 25/100: ego_won=False  ego_hp=128  adv_hp=176
  round 26/100: ego_won=False  ego_hp=137  adv_hp=146
  round 27/100: ego_won=False  ego_hp=144  adv_hp=146
  round 28/100: ego_won=False  ego_hp=148  adv_hp=176
  round 29/100: ego_won=True  ego_hp=138  adv_hp=116
  round 30/100: ego_won=False  ego_hp=152  adv_hp=176
  round 31/100: ego_won=False  ego_hp=128  adv_hp=176
  round 32/100: ego_won=False  ego_hp=136  adv_hp=146
  round 33/100: ego_won=False  ego_hp=127  adv_hp=146
  round 34/100: ego_won=False  ego_hp=126  adv_hp=146
  round 35/100: ego_won=False  ego_hp=121  adv_hp=176
  round 36/100: ego_won=False  ego_hp=122  adv_hp=176
  round 37/100: ego_won=False  ego_hp=120  adv_hp=146
  round 38/100: ego_won=False  ego_hp=111  adv_hp=176
  round 39/100: ego_won=True  ego_hp=114  adv_hp=85
  round 40/100: ego_won=False  ego_hp=142  adv_hp=146
  round 41/100: ego_won=False  ego_hp=122  adv_hp=176
  round 42/100: ego_won=False  ego_hp=136  adv_hp=146
  round 43/100: ego_won=False  ego_hp=131  adv_hp=176
  round 44/100: ego_won=False  ego_hp=142  adv_hp=143
  round 45/100: ego_won=False  ego_hp=130  adv_hp=176
  round 46/100: ego_won=True  ego_hp=148  adv_hp=146
  round 47/100: ego_won=False  ego_hp=140  adv_hp=176
  round 48/100: ego_won=False  ego_hp=125  adv_hp=144
  round 49/100: ego_won=True  ego_hp=160  adv_hp=84
  round 50/100: ego_won=False  ego_hp=82  adv_hp=86
  round 51/100: ego_won=False  ego_hp=125  adv_hp=176
  round 52/100: ego_won=True  ego_hp=122  adv_hp=116
  round 53/100: ego_won=False  ego_hp=110  adv_hp=176
  round 54/100: ego_won=False  ego_hp=130  adv_hp=176
  round 55/100: ego_won=False  ego_hp=116  adv_hp=176
  round 56/100: ego_won=False  ego_hp=128  adv_hp=176
  round 57/100: ego_won=False  ego_hp=121  adv_hp=176
  round 58/100: ego_won=False  ego_hp=134  adv_hp=142
  round 59/100: ego_won=False  ego_hp=123  adv_hp=176
  round 60/100: ego_won=False  ego_hp=136  adv_hp=176
  round 61/100: ego_won=False  ego_hp=136  adv_hp=146
  round 62/100: ego_won=False  ego_hp=140  adv_hp=176
  round 63/100: ego_won=False  ego_hp=128  adv_hp=176
  round 64/100: ego_won=False  ego_hp=134  adv_hp=176
  round 65/100: ego_won=False  ego_hp=128  adv_hp=176
  round 66/100: ego_won=False  ego_hp=119  adv_hp=176
  round 67/100: ego_won=False  ego_hp=124  adv_hp=146
  round 68/100: ego_won=False  ego_hp=130  adv_hp=176
  round 69/100: ego_won=False  ego_hp=132  adv_hp=146
  round 70/100: ego_won=False  ego_hp=140  adv_hp=146
  round 71/100: ego_won=False  ego_hp=126  adv_hp=176
  round 72/100: ego_won=False  ego_hp=125  adv_hp=176
  round 73/100: ego_won=True  ego_hp=104  adv_hp=81
  round 74/100: ego_won=False  ego_hp=148  adv_hp=176
  round 75/100: ego_won=False  ego_hp=120  adv_hp=146
  round 76/100: ego_won=False  ego_hp=140  adv_hp=146
  round 77/100: ego_won=False  ego_hp=127  adv_hp=176
  round 78/100: ego_won=False  ego_hp=142  adv_hp=176
  round 79/100: ego_won=True  ego_hp=142  adv_hp=113
  round 80/100: ego_won=False  ego_hp=76  adv_hp=82
  round 81/100: ego_won=False  ego_hp=117  adv_hp=146
  round 82/100: ego_won=False  ego_hp=144  adv_hp=176
  round 83/100: ego_won=True  ego_hp=134  adv_hp=115
  round 84/100: ego_won=False  ego_hp=123  adv_hp=176
  round 85/100: ego_won=False  ego_hp=137  adv_hp=143
  round 86/100: ego_won=False  ego_hp=128  adv_hp=176
  round 87/100: ego_won=False  ego_hp=142  adv_hp=176
  round 88/100: ego_won=False  ego_hp=132  adv_hp=176
  round 89/100: ego_won=False  ego_hp=127  adv_hp=176
  round 90/100: ego_won=True  ego_hp=141  adv_hp=121
  round 91/100: ego_won=False  ego_hp=112  adv_hp=143
  round 92/100: ego_won=False  ego_hp=150  adv_hp=176
  round 93/100: ego_won=False  ego_hp=101  adv_hp=146
  round 94/100: ego_won=False  ego_hp=123  adv_hp=176
  round 95/100: ego_won=False  ego_hp=127  adv_hp=145
  round 96/100: ego_won=False  ego_hp=121  adv_hp=176
  round 97/100: ego_won=False  ego_hp=113  adv_hp=176
  round 98/100: ego_won=False  ego_hp=144  adv_hp=176
  round 99/100: ego_won=False  ego_hp=134  adv_hp=176
  round 100/100: ego_won=True  ego_hp=117  adv_hp=89
final: ego_win_rate=0.1500  (15/100)  matchup=ZangiefVsKen

Duel: ego=2timescale(Zangief, head=54) vs adv=2timescale(Dhalsim, head=27)  matchup=ZangiefVsDhalsim  rounds=100
Recording duel video to: main/videos/duel_2timescale_Zangief_vs_2timescale_Dhalsim.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=False  ego_hp=176  adv_hp=176
  round 2/100: ego_won=False  ego_hp=176  adv_hp=176
  round 3/100: ego_won=False  ego_hp=168  adv_hp=176
  round 4/100: ego_won=True  ego_hp=169  adv_hp=142
  round 5/100: ego_won=True  ego_hp=176  adv_hp=145
  round 6/100: ego_won=True  ego_hp=176  adv_hp=145
  round 7/100: ego_won=False  ego_hp=176  adv_hp=176
  round 8/100: ego_won=True  ego_hp=163  adv_hp=145
  round 9/100: ego_won=True  ego_hp=161  adv_hp=145
  round 10/100: ego_won=False  ego_hp=176  adv_hp=176
  round 11/100: ego_won=True  ego_hp=176  adv_hp=145
  round 12/100: ego_won=False  ego_hp=176  adv_hp=176
  round 13/100: ego_won=True  ego_hp=165  adv_hp=145
  round 14/100: ego_won=True  ego_hp=176  adv_hp=145
  round 15/100: ego_won=False  ego_hp=157  adv_hp=176
  round 16/100: ego_won=False  ego_hp=176  adv_hp=176
  round 17/100: ego_won=False  ego_hp=176  adv_hp=176
  round 18/100: ego_won=False  ego_hp=172  adv_hp=176
  round 19/100: ego_won=False  ego_hp=176  adv_hp=176
  round 20/100: ego_won=True  ego_hp=176  adv_hp=113
  round 21/100: ego_won=True  ego_hp=176  adv_hp=145
  round 22/100: ego_won=False  ego_hp=176  adv_hp=176
  round 23/100: ego_won=False  ego_hp=172  adv_hp=176
  round 24/100: ego_won=False  ego_hp=149  adv_hp=176
  round 25/100: ego_won=False  ego_hp=176  adv_hp=176
  round 26/100: ego_won=False  ego_hp=170  adv_hp=176
  round 27/100: ego_won=False  ego_hp=172  adv_hp=176
  round 28/100: ego_won=False  ego_hp=169  adv_hp=176
  round 29/100: ego_won=False  ego_hp=176  adv_hp=176
  round 30/100: ego_won=True  ego_hp=176  adv_hp=145
  round 31/100: ego_won=True  ego_hp=176  adv_hp=145
  round 32/100: ego_won=False  ego_hp=176  adv_hp=176
  round 33/100: ego_won=False  ego_hp=176  adv_hp=176
  round 34/100: ego_won=False  ego_hp=172  adv_hp=176
  round 35/100: ego_won=True  ego_hp=176  adv_hp=144
  round 36/100: ego_won=False  ego_hp=176  adv_hp=176
  round 37/100: ego_won=False  ego_hp=176  adv_hp=176
  round 38/100: ego_won=False  ego_hp=176  adv_hp=176
  round 39/100: ego_won=False  ego_hp=165  adv_hp=176
  round 40/100: ego_won=False  ego_hp=176  adv_hp=176
  round 41/100: ego_won=False  ego_hp=176  adv_hp=176
  round 42/100: ego_won=True  ego_hp=176  adv_hp=144
  round 43/100: ego_won=False  ego_hp=176  adv_hp=176
  round 44/100: ego_won=False  ego_hp=176  adv_hp=176
  round 45/100: ego_won=False  ego_hp=172  adv_hp=176
  round 46/100: ego_won=True  ego_hp=176  adv_hp=145
  round 47/100: ego_won=False  ego_hp=176  adv_hp=176
  round 48/100: ego_won=False  ego_hp=176  adv_hp=176
  round 49/100: ego_won=False  ego_hp=176  adv_hp=176
  round 50/100: ego_won=True  ego_hp=176  adv_hp=145
  round 51/100: ego_won=False  ego_hp=176  adv_hp=176
  round 52/100: ego_won=True  ego_hp=176  adv_hp=145
  round 53/100: ego_won=False  ego_hp=176  adv_hp=176
  round 54/100: ego_won=False  ego_hp=176  adv_hp=176
  round 55/100: ego_won=False  ego_hp=176  adv_hp=176
  round 56/100: ego_won=False  ego_hp=176  adv_hp=176
  round 57/100: ego_won=False  ego_hp=176  adv_hp=176
  round 58/100: ego_won=False  ego_hp=176  adv_hp=176
  round 59/100: ego_won=False  ego_hp=176  adv_hp=176
  round 60/100: ego_won=False  ego_hp=176  adv_hp=176
  round 61/100: ego_won=False  ego_hp=176  adv_hp=176
  round 62/100: ego_won=False  ego_hp=176  adv_hp=176
  round 63/100: ego_won=False  ego_hp=169  adv_hp=176
  round 64/100: ego_won=False  ego_hp=176  adv_hp=176
  round 65/100: ego_won=False  ego_hp=176  adv_hp=176
  round 66/100: ego_won=False  ego_hp=172  adv_hp=176
  round 67/100: ego_won=False  ego_hp=176  adv_hp=176
  round 68/100: ego_won=False  ego_hp=176  adv_hp=176
  round 69/100: ego_won=False  ego_hp=176  adv_hp=176
  round 70/100: ego_won=True  ego_hp=176  adv_hp=144
  round 71/100: ego_won=True  ego_hp=176  adv_hp=141
  round 72/100: ego_won=False  ego_hp=176  adv_hp=176
  round 73/100: ego_won=False  ego_hp=165  adv_hp=176
  round 74/100: ego_won=False  ego_hp=176  adv_hp=176
  round 75/100: ego_won=False  ego_hp=168  adv_hp=176
  round 76/100: ego_won=True  ego_hp=169  adv_hp=145
  round 77/100: ego_won=False  ego_hp=176  adv_hp=176
  round 78/100: ego_won=False  ego_hp=176  adv_hp=176
  round 79/100: ego_won=False  ego_hp=176  adv_hp=176
  round 80/100: ego_won=False  ego_hp=176  adv_hp=176
  round 81/100: ego_won=False  ego_hp=176  adv_hp=176
  round 82/100: ego_won=False  ego_hp=176  adv_hp=176
  round 83/100: ego_won=True  ego_hp=176  adv_hp=145
  round 84/100: ego_won=False  ego_hp=176  adv_hp=176
  round 85/100: ego_won=True  ego_hp=176  adv_hp=145
  round 86/100: ego_won=False  ego_hp=176  adv_hp=176
  round 87/100: ego_won=False  ego_hp=176  adv_hp=176
  round 88/100: ego_won=False  ego_hp=172  adv_hp=176
  round 89/100: ego_won=False  ego_hp=176  adv_hp=176
  round 90/100: ego_won=False  ego_hp=169  adv_hp=176
  round 91/100: ego_won=False  ego_hp=176  adv_hp=176
  round 92/100: ego_won=False  ego_hp=172  adv_hp=176
  round 93/100: ego_won=False  ego_hp=176  adv_hp=176
  round 94/100: ego_won=False  ego_hp=172  adv_hp=176
  round 95/100: ego_won=False  ego_hp=176  adv_hp=176
  round 96/100: ego_won=False  ego_hp=172  adv_hp=176
  round 97/100: ego_won=False  ego_hp=169  adv_hp=176
  round 98/100: ego_won=False  ego_hp=176  adv_hp=176
  round 99/100: ego_won=False  ego_hp=157  adv_hp=176
  round 100/100: ego_won=False  ego_hp=164  adv_hp=176
final: ego_win_rate=0.2200  (22/100)  matchup=ZangiefVsDhalsim

Duel: ego=2timescale(Zangief, head=56) vs adv=2timescale(Balrog, head=28)  matchup=ZangiefVsBalrog  rounds=100
Recording duel video to: main/videos/duel_2timescale_Zangief_vs_2timescale_Balrog.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=False  ego_hp=176  adv_hp=176
  round 2/100: ego_won=False  ego_hp=176  adv_hp=176
  round 3/100: ego_won=False  ego_hp=166  adv_hp=176
  round 4/100: ego_won=False  ego_hp=168  adv_hp=176
  round 5/100: ego_won=False  ego_hp=176  adv_hp=176
  round 6/100: ego_won=False  ego_hp=176  adv_hp=176
  round 7/100: ego_won=False  ego_hp=176  adv_hp=176
  round 8/100: ego_won=False  ego_hp=176  adv_hp=176
  round 9/100: ego_won=False  ego_hp=176  adv_hp=176
  round 10/100: ego_won=False  ego_hp=176  adv_hp=176
  round 11/100: ego_won=False  ego_hp=176  adv_hp=176
  round 12/100: ego_won=False  ego_hp=176  adv_hp=176
  round 13/100: ego_won=False  ego_hp=176  adv_hp=176
  round 14/100: ego_won=False  ego_hp=176  adv_hp=176
  round 15/100: ego_won=False  ego_hp=166  adv_hp=176
  round 16/100: ego_won=False  ego_hp=176  adv_hp=176
  round 17/100: ego_won=True  ego_hp=176  adv_hp=143
  round 18/100: ego_won=False  ego_hp=176  adv_hp=176
  round 19/100: ego_won=False  ego_hp=176  adv_hp=176
  round 20/100: ego_won=False  ego_hp=176  adv_hp=176
  round 21/100: ego_won=False  ego_hp=176  adv_hp=176
  round 22/100: ego_won=False  ego_hp=176  adv_hp=176
  round 23/100: ego_won=False  ego_hp=176  adv_hp=176
  round 24/100: ego_won=False  ego_hp=176  adv_hp=176
  round 25/100: ego_won=False  ego_hp=172  adv_hp=176
  round 26/100: ego_won=False  ego_hp=176  adv_hp=176
  round 27/100: ego_won=False  ego_hp=176  adv_hp=176
  round 28/100: ego_won=False  ego_hp=176  adv_hp=176
  round 29/100: ego_won=False  ego_hp=176  adv_hp=176
  round 30/100: ego_won=False  ego_hp=176  adv_hp=176
  round 31/100: ego_won=False  ego_hp=176  adv_hp=176
  round 32/100: ego_won=False  ego_hp=176  adv_hp=176
  round 33/100: ego_won=True  ego_hp=176  adv_hp=146
  round 34/100: ego_won=False  ego_hp=176  adv_hp=176
  round 35/100: ego_won=False  ego_hp=176  adv_hp=176
  round 36/100: ego_won=False  ego_hp=176  adv_hp=176
  round 37/100: ego_won=False  ego_hp=176  adv_hp=176
  round 38/100: ego_won=False  ego_hp=172  adv_hp=176
  round 39/100: ego_won=False  ego_hp=176  adv_hp=176
  round 40/100: ego_won=False  ego_hp=167  adv_hp=176
  round 41/100: ego_won=False  ego_hp=176  adv_hp=176
  round 42/100: ego_won=False  ego_hp=176  adv_hp=176
  round 43/100: ego_won=False  ego_hp=176  adv_hp=176
  round 44/100: ego_won=False  ego_hp=176  adv_hp=176
  round 45/100: ego_won=False  ego_hp=176  adv_hp=176
  round 46/100: ego_won=False  ego_hp=176  adv_hp=176
  round 47/100: ego_won=False  ego_hp=176  adv_hp=176
  round 48/100: ego_won=False  ego_hp=176  adv_hp=176
  round 49/100: ego_won=False  ego_hp=176  adv_hp=176
  round 50/100: ego_won=False  ego_hp=172  adv_hp=176
  round 51/100: ego_won=True  ego_hp=176  adv_hp=146
  round 52/100: ego_won=False  ego_hp=176  adv_hp=176
  round 53/100: ego_won=False  ego_hp=176  adv_hp=176
  round 54/100: ego_won=False  ego_hp=176  adv_hp=176
  round 55/100: ego_won=False  ego_hp=176  adv_hp=176
  round 56/100: ego_won=True  ego_hp=176  adv_hp=146
  round 57/100: ego_won=False  ego_hp=168  adv_hp=176
  round 58/100: ego_won=False  ego_hp=176  adv_hp=176
  round 59/100: ego_won=False  ego_hp=176  adv_hp=176
  round 60/100: ego_won=False  ego_hp=176  adv_hp=176
  round 61/100: ego_won=False  ego_hp=172  adv_hp=176
  round 62/100: ego_won=False  ego_hp=176  adv_hp=176
  round 63/100: ego_won=False  ego_hp=176  adv_hp=176
  round 64/100: ego_won=False  ego_hp=176  adv_hp=176
  round 65/100: ego_won=False  ego_hp=176  adv_hp=176
  round 66/100: ego_won=False  ego_hp=172  adv_hp=176
  round 67/100: ego_won=False  ego_hp=176  adv_hp=176
  round 68/100: ego_won=False  ego_hp=176  adv_hp=176
  round 69/100: ego_won=False  ego_hp=176  adv_hp=176
  round 70/100: ego_won=False  ego_hp=176  adv_hp=176
  round 71/100: ego_won=False  ego_hp=176  adv_hp=176
  round 72/100: ego_won=False  ego_hp=176  adv_hp=176
  round 73/100: ego_won=True  ego_hp=176  adv_hp=146
  round 74/100: ego_won=False  ego_hp=176  adv_hp=176
  round 75/100: ego_won=False  ego_hp=176  adv_hp=176
  round 76/100: ego_won=False  ego_hp=176  adv_hp=176
  round 77/100: ego_won=False  ego_hp=171  adv_hp=176
  round 78/100: ego_won=False  ego_hp=171  adv_hp=176
  round 79/100: ego_won=False  ego_hp=176  adv_hp=176
  round 80/100: ego_won=False  ego_hp=176  adv_hp=176
  round 81/100: ego_won=False  ego_hp=176  adv_hp=176
  round 82/100: ego_won=False  ego_hp=176  adv_hp=176
  round 83/100: ego_won=False  ego_hp=172  adv_hp=176
  round 84/100: ego_won=False  ego_hp=176  adv_hp=176
  round 85/100: ego_won=False  ego_hp=176  adv_hp=176
  round 86/100: ego_won=False  ego_hp=176  adv_hp=176
  round 87/100: ego_won=False  ego_hp=176  adv_hp=176
  round 88/100: ego_won=False  ego_hp=176  adv_hp=176
  round 89/100: ego_won=False  ego_hp=176  adv_hp=176
  round 90/100: ego_won=False  ego_hp=176  adv_hp=176
  round 91/100: ego_won=False  ego_hp=176  adv_hp=176
  round 92/100: ego_won=False  ego_hp=176  adv_hp=176
  round 93/100: ego_won=False  ego_hp=176  adv_hp=176
  round 94/100: ego_won=False  ego_hp=176  adv_hp=176
  round 95/100: ego_won=False  ego_hp=176  adv_hp=176
  round 96/100: ego_won=False  ego_hp=176  adv_hp=176
  round 97/100: ego_won=False  ego_hp=172  adv_hp=176
  round 98/100: ego_won=False  ego_hp=176  adv_hp=176
  round 99/100: ego_won=False  ego_hp=172  adv_hp=176
  round 100/100: ego_won=False  ego_hp=176  adv_hp=176
final: ego_win_rate=0.0500  (5/100)  matchup=ZangiefVsBalrog

Duel: ego=2timescale(Zangief, head=58) vs adv=2timescale(MBison, head=29)  matchup=ZangiefVsMBison  rounds=100
Recording duel video to: main/videos/duel_2timescale_Zangief_vs_2timescale_MBison.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=False  ego_hp=176  adv_hp=176
  round 2/100: ego_won=False  ego_hp=152  adv_hp=176
  round 3/100: ego_won=True  ego_hp=152  adv_hp=146
  round 4/100: ego_won=True  ego_hp=42  adv_hp=-1
  round 5/100: ego_won=True  ego_hp=152  adv_hp=146
  round 6/100: ego_won=True  ego_hp=142  adv_hp=-1
  round 7/100: ego_won=True  ego_hp=152  adv_hp=146
  round 8/100: ego_won=True  ego_hp=152  adv_hp=146
  round 9/100: ego_won=True  ego_hp=159  adv_hp=146
  round 10/100: ego_won=True  ego_hp=79  adv_hp=-1
  round 11/100: ego_won=True  ego_hp=158  adv_hp=146
  round 12/100: ego_won=False  ego_hp=176  adv_hp=176
  round 13/100: ego_won=True  ego_hp=152  adv_hp=146
  round 14/100: ego_won=False  ego_hp=176  adv_hp=176
  round 15/100: ego_won=False  ego_hp=152  adv_hp=153
  round 16/100: ego_won=False  ego_hp=176  adv_hp=176
  round 17/100: ego_won=False  ego_hp=176  adv_hp=176
  round 18/100: ego_won=True  ego_hp=152  adv_hp=146
  round 19/100: ego_won=False  ego_hp=176  adv_hp=176
  round 20/100: ego_won=False  ego_hp=176  adv_hp=176
  round 21/100: ego_won=True  ego_hp=151  adv_hp=146
  round 22/100: ego_won=True  ego_hp=60  adv_hp=-1
  round 23/100: ego_won=True  ego_hp=152  adv_hp=146
  round 24/100: ego_won=False  ego_hp=176  adv_hp=176
  round 25/100: ego_won=False  ego_hp=152  adv_hp=176
  round 26/100: ego_won=True  ego_hp=157  adv_hp=146
  round 27/100: ego_won=True  ego_hp=152  adv_hp=146
  round 28/100: ego_won=False  ego_hp=176  adv_hp=176
  round 29/100: ego_won=True  ego_hp=152  adv_hp=146
  round 30/100: ego_won=True  ego_hp=158  adv_hp=146
  round 31/100: ego_won=True  ego_hp=151  adv_hp=146
  round 32/100: ego_won=True  ego_hp=152  adv_hp=146
  round 33/100: ego_won=False  ego_hp=176  adv_hp=176
  round 34/100: ego_won=True  ego_hp=158  adv_hp=146
  round 35/100: ego_won=False  ego_hp=176  adv_hp=176
  round 36/100: ego_won=True  ego_hp=152  adv_hp=146
  round 37/100: ego_won=False  ego_hp=176  adv_hp=176
  round 38/100: ego_won=False  ego_hp=176  adv_hp=176
  round 39/100: ego_won=True  ego_hp=43  adv_hp=-1
  round 40/100: ego_won=True  ego_hp=158  adv_hp=146
  round 41/100: ego_won=False  ego_hp=176  adv_hp=176
  round 42/100: ego_won=True  ego_hp=158  adv_hp=146
  round 43/100: ego_won=False  ego_hp=176  adv_hp=176
  round 44/100: ego_won=False  ego_hp=176  adv_hp=176
  round 45/100: ego_won=False  ego_hp=176  adv_hp=176
  round 46/100: ego_won=True  ego_hp=152  adv_hp=146
  round 47/100: ego_won=False  ego_hp=176  adv_hp=176
  round 48/100: ego_won=False  ego_hp=151  adv_hp=176
  round 49/100: ego_won=True  ego_hp=158  adv_hp=146
